0.01,0.01,0.01,0.01
0.01,0.02,0.02,0.03
0.01,0.03,0.03,0.049999999999999996
0.01,0.04,0.04,0.07
0.01,0.05,0.05,0.09000000000000001
0.01,0.060000000000000005,0.060000000000000005,0.11000000000000001
0.01,0.07,0.07,0.13
0.01,0.08,0.08,0.15
0.01,0.09,0.09,0.16999999999999998
0.01,0.09999999999999999,0.09999999999999999,0.18999999999999997
0.01,0.10999999999999999,0.10999999999999999,0.20999999999999996
0.01,0.11999999999999998,0.11999999999999998,0.22999999999999995
0.01,0.12999999999999998,0.12999999999999998,0.24999999999999994
0.01,0.13999999999999999,0.13999999999999999,0.26999999999999996
0.01,0.15,0.15,0.29
0.01,0.01,0.16,0.16
0.01,0.01,0.17,0.17
0.01,0.01,0.18000000000000002,0.18000000000000002
0.01,0.01,0.19000000000000003,0.19000000000000003
0.01,0.01,0.20000000000000004,0.20000000000000004
0.01,0.01,0.21000000000000005,0.21000000000000005
0.01,0.01,0.22000000000000006,0.22000000000000006
0.01,0.01,0.23000000000000007,0.23000000000000007
0.01,0.01,0.24000000000000007,0.24000000000000005
0.01,0.01,0.25000000000000006,0.25000000000000006
0.01,0.01,0.26000000000000006,0.26000000000000006
0.01,0.01,0.2700000000000001,0.2700000000000001
0.01,0.01,0.2800000000000001,0.2800000000000001
0.01,0.01,0.2900000000000001,0.2900000000000001
